1,2498,5,0
1,6797,5,0.5
2,11994,5,0.5
3,3171,5,0.916666667
3,6696,4,0.5
3,10791,5,0.5
3,11500,4,0.5
4,2862,5,0.5
5,6918,5,0.5
6,7675,3,0
6,10245,5,0.852272727
6,12376,3,0.5
7,9486,5,1
8,1566,1,1
9,8800,4,0.5
10,7992,4,0.5
10,9011,3,1
10,10490,4,0.5
11,12298,5,0.5
11,12875,5,0.5
12,11841,5,0.5
13,12182,5,0.5
14,7639,5,1
15,7145,1,0.090909091
15,7284,5,0.5
16,908,1,0.5
16,1327,3,0.7
17,11542,5,1
18,8397,4,0.5
19,9049,5,0.5
20,7121,5,0.5
21,5768,5,1
22,3561,3,1
22,7491,1,1
22,9910,1,0.666666667
22,10519,5,1
23,104,5,0
23,7234,4,0.5
24,9961,5,0.5
25,1580,2,0.5
26,1659,5,0.5
27,602,4,0.5
27,2643,5,0.5
28,589,5,0.5
29,2998,3,1
30,2294,4,0.5
31,5168,5,0.5
31,6645,4,0.5
31,9116,5,0.5
32,7052,5,0.5
33,12464,5,0.5
34,7024,5,1
35,4886,5,0.5
35,8207,5,0.5
36,8816,3,0.5
37,12506,5,0.5
38,9641,4,1
39,10174,3,0.5
40,6440,3,0.5
41,7093,4,0.5
41,7898,2,1
41,9297,2,0.5
42,2268,5,0.5
43,2375,5,0
43,7523,1,0.876712329
43,8961,5,0.411764706
44,6099,5,0.5
44,9469,4,0.5
45,7299,5,0.794871795
46,11058,5,0.5
47,9343,4,0.5
48,6950,5,0.5
49,2268,1,0.5
50,5272,1,0.5
51,796,4,0.5
52,8585,5,0.5
52,9406,5,0.5
52,11369,4,0.5
53,3723,5,0.5
53,6918,3,0.5
53,6939,4,1
53,11881,5,0.5
54,10254,2,0.5
55,9252,5,1
56,1049,1,0
57,190,4,1
57,7736,3,0.75
58,6581,5,0.5
59,5812,5,0.5
60,7510,4,0.5
60,8800,5,0.666666667
61,10480,5,0.5
62,9406,5,0.5
63,8633,4,0.5
63,9205,4,0.5
64,12593,4,0.5
65,6270,5,0.5
66,11192,3,1
67,7047,4,0.5
67,9451,1,0.5
68,4461,2,0
68,8092,5,0.5
69,1905,1,1
69,5646,4,1
69,9065,4,0.5
69,10100,4,0.5
69,11109,4,0.5
70,5231,1,0.5
70,7256,5,0.5
71,3013,3,0
72,8076,3,0.5
73,2153,5,0.5
73,11109,1,0.5
74,9703,5,0.5
75,4226,5,0.5
76,10483,5,0.5
77,7610,5,0.5
77,10518,5,0.5
78,4666,5,0.5
78,6117,5,0.5
78,6796,5,1
78,9028,4,1
79,3787,1,0.5
79,7405,5,0.5
79,8354,5,0.5
79,10633,1,0.333333333
80,10155,5,0.96
81,2939,5,1
81,4822,5,0.5
81,11885,1,0.5
82,6395,1,0.5
82,8578,5,0.5
83,2153,5,0.5
84,4475,1,0.25
84,9703,5,0.5
85,968,4,1
86,6645,3,0.5
87,2504,5,0.5
88,113,5,0.5
88,3131,3,0.5
89,7473,5,0.5
89,9809,5,0
90,6661,5,0.881067961
91,5602,4,0.5
92,4435,5,0.5
92,6949,4,0
93,10868,5,0.967213115
94,3274,2,0
95,707,4,0.5
95,735,4,0.5
95,5336,5,0.5
95,6250,2,0.5
95,6464,3,0.5
95,10711,3,0.5
96,5349,5,0.5
97,4403,5,0.5
97,8374,1,1
98,12110,4,0.5
99,8425,5,0.5
100,2538,5,0.5
100,11094,5,0.5
101,10481,5,0.5
102,6006,5,0.666666667
103,5585,5,0.5
104,5537,5,1
104,9623,3,0
104,11501,4,0.916666667
105,10480,4,0.5
106,54,5,0.5
106,602,5,0.5
106,2132,5,0.5
106,3847,5,0.5
106,5585,5,0.5
106,6270,5,0
107,6465,5,0.5
108,5571,4,0.5
109,7155,2,0.75
110,10254,5,0.5
111,7035,3,0.5
112,7429,4,0.5
113,6863,5,0
114,3453,1,1
115,6556,4,1
116,8558,4,1
117,2888,5,1
117,6110,5,0.5
118,4985,1,1
119,6185,5,1
119,8308,2,0.730769231
120,5235,5,1
121,617,5,1
121,640,5,0.5
121,735,5,0.75
121,2268,5,0.5
121,5486,5,0.5
121,7261,5,0.5
122,12156,1,0.833333333
123,8549,5,0.5
124,588,3,0.5
125,2378,5,1
126,3253,5,0.666666667
126,7422,5,0.5
126,7423,4,1
127,5499,5,0.5
127,7887,5,0.4
128,10337,4,0.863636364
129,1349,5,0.5
129,2667,5,0.5
129,8211,5,0.5
130,6918,5,0.5
130,7822,5,0.5
131,3028,5,0.75
132,5482,4,0.5
132,10415,5,0.5
133,3,5,0.5
133,2331,5,0.5
133,8555,5,0.5
134,149,4,0.5
135,6918,5,1
136,10371,4,0.5
137,54,5,0.5
137,5095,5,0.909090909
137,6360,5,0.823529412
137,6375,5,1
137,10797,5,0.5
137,11739,5,0.5
138,8909,1,0.75
139,8092,5,0.5
140,10586,1,0.666666667
141,10711,5,0.5
142,2132,5,0.5
142,9797,1,0.5
143,2331,5,0
143,5385,5,0.5
144,2288,5,0.5
144,4163,5,0.5
144,9078,4,0.5
144,9907,5,0.5
144,10824,1,0.125
144,11515,5,0.5
144,11719,5,0.5
144,11905,4,0.5
145,2283,4,0.5
146,9961,3,0.5
147,1222,5,0.5
148,6492,2,1
149,2458,1,0.297297297
149,6701,5,0.5
150,5689,5,0.5
150,6363,5,0.5
151,4971,4,0.5
152,9007,5,0.5
153,1935,4,0.5
153,8616,4,0.4
154,11713,5,0.5
155,11281,5,1
156,9641,5,0.5
157,510,5,0.5
157,1093,5,0.5
157,4538,5,0.5
157,6360,5,0.916666667
157,9465,5,1
158,7003,4,1
159,7640,5,0.5
160,3980,2,0.5
160,4537,4,0.5
160,4715,5,0.5
160,5011,2,0.5
161,6110,4,0.5
162,2343,4,0.5
162,5227,5,0
163,6033,5,0.922155689
163,10239,1,0.423076923
164,2377,4,0.5
165,5068,4,0.5
165,5411,4,0.5
165,6041,4,1
165,7597,4,0.5
165,7659,5,0.9125
165,8374,1,0.571428571
165,8666,4,1
165,8920,4,0.5
165,12309,1,0
166,7352,1,0.5
166,9486,5,1
167,12589,5,0.5
168,10856,2,0.5
169,6216,5,0.6
170,11132,5,0.5
170,11836,5,0.5
171,10223,3,0.5
171,11088,1,1
172,2896,5,0.642857143
173,7797,5,0.5
174,6962,3,0
174,7414,5,0.5
175,7041,3,0.833333333
175,10216,4,0.5
176,6633,1,0.636363636
177,7425,5,0.721518987
178,1995,2,0.75
179,6457,5,0.5
180,9847,5,0.685185185
181,5639,2,0.5
182,10788,2,0.5
182,12081,3,0.8
183,7295,4,0.5
184,7112,3,0.5
185,10387,5,1
185,12413,3,0.5
186,5104,5,0.5
187,2330,5,0.5
188,5011,5,0.5
189,178,1,0.25
190,2395,5,0.5
190,9912,5,1
191,1773,5,0.5
191,10419,4,0.5
192,6465,5,0.5
193,8974,3,0.944444444
194,9064,5,0.75
195,8374,1,0.666666667
196,11035,5,1
196,11097,5,0.5
196,11635,4,0.5
197,2379,2,0.875
198,1755,4,0.5
199,2445,4,0.5
199,10756,4,0.5
200,745,5,0.5
201,589,1,0.5
202,2251,3,0
202,2831,2,0.5
202,2974,3,0.5
202,7409,5,0.666666667
202,8621,4,1
203,10372,5,1
204,87,5,0.75
204,2458,5,0.5
204,2904,5,0.78125
204,4043,5,0.285714286
204,5218,5,0.333333333
204,5227,5,0.5
205,8344,5,0.5
206,103,5,0.5
207,8218,5,0.75
207,8611,4,0.5
207,10366,4,0.5
208,3338,1,0
209,6371,5,0.5
209,9121,4,0.5
210,7387,5,0.5
210,10872,5,0.875
211,1063,5,0
212,5555,1,1
213,10703,1,1
214,2380,5,0.5
214,6569,5,0.5
214,8768,5,0.5
215,8163,5,1
216,2378,5,0.5
217,857,4,0.5
218,12207,5,0.5
219,7485,5,0.5
220,7610,4,0.5
220,11097,3,0.5
221,1460,3,0.5
221,2288,5,0.5
221,3784,3,0.277777778
221,3917,5,1
221,4811,1,0.5
222,7622,5,0.5
222,11369,5,0.5
222,11793,4,0.5
223,11050,5,0.75
223,12227,1,0.5
224,7822,5,0.5
225,10286,5,0.5
226,2041,1,0.857142857
226,3066,3,0.5
226,9930,4,0.5
226,11097,5,0.5
227,9281,5,1
228,2889,3,0.5
229,1940,5,0.5
229,2195,5,0.833333333
230,6258,4,0.8
230,8330,5,0.5
231,7216,5,0.5
232,6780,2,0.166666667
233,4726,5,0.5
234,373,5,0
234,5619,5,0.5
235,10208,4,0.5
236,1711,5,0.5
237,5277,3,0.222222222
238,4903,4,0.5
239,589,5,0.5
239,7035,5,0
240,1362,3,0.5
240,5557,5,0.5
240,7883,5,0.5
241,674,3,0.666666667
241,950,1,0.5
241,1616,4,1
242,8207,3,1
242,12966,5,0.5
243,3472,4,0.69
243,5011,5,0.5
244,6169,5,0.5
244,8477,5,0.5
245,3153,1,0.4
245,4525,1,0.333333333
245,5219,1,0.307692308
245,6572,5,0.5
246,7129,5,0.5
247,8499,1,0.5
248,7610,5,0.5
249,5904,2,1
250,4056,3,0.5
251,5646,4,0.5
251,11560,5,0.5
252,6705,4,0.5
252,11387,3,1
253,2905,5,0.5
253,8246,5,0.5
254,2213,4,0.5
254,6918,5,1
255,9226,4,0.5
255,9297,4,0.5
256,3848,5,0.5
257,4475,5,1
258,5634,5,1
259,6207,4,0.5
259,6209,5,0.5
260,9205,1,0.5
260,9527,4,0.5
261,11463,4,0.5
262,2415,3,0.5
263,4475,5,1
263,5187,3,1
264,4482,5,1
265,7513,5,0.5
265,8762,5,1
266,4403,5,0.5
267,894,4,0.833333333
268,6037,5,0.5
269,6207,4,0.5
270,6270,1,0.5
271,4132,5,0.5
272,11517,3,0.5
273,416,1,0.5
274,5585,5,0.5
275,1122,5,0.5
275,6094,5,0.5
276,7018,5,0.5
277,7474,5,0.5
278,5168,4,0.5
278,6110,4,0.5
278,11097,5,0.6
278,11225,3,0.5
279,1683,4,0
279,3084,5,0.5
279,3140,2,0.5
280,11990,5,0.5
281,4027,5,0.5
282,7736,5,0.5
282,9729,2,0.5
283,12293,5,1
284,8962,5,1
285,1869,5,0.5
286,5689,5,0.5
287,94,1,1
287,265,3,0.5
287,953,4,1
287,2942,4,0.5
287,6270,4,0.5
287,9042,4,1
288,6384,5,1
289,8900,5,0.5
290,11691,5,0.5
291,2288,5,0.5
291,4649,3,0.5
292,1352,5,0.5
292,2430,4,0
293,9573,5,1
293,10366,4,0.5
294,12537,5,0.681818182
294,12581,5,0.857142857
295,8354,4,0.5
296,6434,2,0
297,6468,4,0.5
298,951,5,0.5
299,11153,5,0.5
300,8467,5,1
300,9252,5,1
301,2831,5,0.5
302,4190,5,0
302,6412,1,0.28
303,8978,3,0.5
304,430,4,0.5
305,11463,5,0.5
306,2802,4,1
307,6645,3,1
308,2829,3,0.5
309,5555,5,0.5
309,9735,5,1
310,530,3,0.5
310,3526,3,0.5
311,1882,5,0.222222222
311,3254,5,0.4
312,6374,5,0.5
313,4403,5,0.5
314,6104,5,0.5
314,6732,5,0.5
315,9766,4,0.5
316,113,2,0
316,1362,2,0.5
317,10584,5,0
317,11097,5,0.5
318,8557,5,0.5
319,4903,1,0.714285714
320,1331,1,1
320,1486,1,0.5
321,707,2,0.5
321,850,2,1
321,1820,3,1
321,5557,3,0.5
321,8703,2,0.5
322,4805,4,0.833333333
322,10708,3,0.5
323,2288,4,0.5
324,6969,5,1
325,1551,1,1
326,5142,5,1
327,4726,5,0.5
328,8541,5,0
329,7642,5,0.5
330,11436,5,0.5
331,2888,5,1
332,4977,5,0.5
333,7546,5,1
333,9253,5,1
333,11225,5,0.5
334,2404,5,0.5
334,6077,4,0.5
334,10677,5,0.5
335,6508,2,0.5
335,6701,5,0.5
336,966,4,0.5
336,7470,5,0.333333333
337,12047,5,0.666666667
338,8170,5,0.5
339,12464,5,0.5
340,10856,1,0
341,68,5,0.5
341,4145,2,0
342,5499,5,0.5
343,8116,5,1
344,4203,1,0.142857143
344,4232,5,0
345,416,4,0.5
345,1108,3,0.5
345,2205,1,0.5
345,2329,5,0.5
345,2330,3,0.5
345,5103,3,0.5
345,6270,5,0
345,7993,1,0.5
345,8739,3,0.5
345,9730,1,0.5
345,12385,1,0.642857143
346,11436,5,0.911764706
347,4536,5,0.865671642
348,5499,5,0.5
348,6508,5,0.5
349,5598,5,0.5
350,9833,5,0.5
350,10735,5,0.5
351,575,1,0.5
351,12154,3,0.5
352,3330,5,0.5
352,11415,1,0.5
352,12260,5,0.5
353,9,1,0.666666667
353,255,4,0.5
353,1425,5,1
353,2329,2,0.5
353,5222,5,0.5
353,8247,2,0.5
353,9084,5,0.5
353,9766,5,0.5
353,9940,2,0.666666667
353,11213,5,0.5
353,11987,5,0.5
353,12046,5,1
354,9297,2,0.5
354,11939,3,0
355,2980,4,0.75
356,155,3,0.25
356,6033,5,0.5
357,9211,5,0.5
358,6725,5,0.5
358,7074,5,0.5
359,7975,4,1
359,9281,5,1
360,4977,5,0.5
361,3883,5,0.5
361,10543,5,0.5
362,1326,5,0.5
362,6535,5,0.5
362,7526,3,0.5
362,11392,5,0.5
363,2458,4,0.5
364,1252,5,0.5
364,2497,5,0.833333333
365,6207,5,0.5
365,12016,5,0.666666667
366,2543,5,1
366,6543,4,0.5
366,10049,1,1
367,4868,5,0.5
368,2375,5,0.5
368,7842,4,1
369,2934,2,0.5
369,5103,4,1
