1,1,5
1,588,4
1,720,3
1,938,4
1,1028,5
1,1035,5
1,1207,4
1,1287,5
1,2918,4
1,3105,5
1,3186,4
2,110,5
2,368,4
2,515,5
2,593,5
2,648,4
2,1096,4
2,1124,5
2,1193,5
2,1213,2
2,1217,3
2,1246,5
2,1408,3
2,1442,4
2,1527,4
2,1552,3
2,1953,4
2,1954,5
2,1955,4
2,1962,5
2,2268,5
2,2490,3
2,2501,5
2,2916,3
2,2943,4
2,3105,4
2,3578,5
3,480,4
3,1079,5
3,1198,5
3,1259,5
3,1580,3
3,1968,4
3,2006,4
3,2470,4
3,3421,4
3,3534,3
3,3552,5
4,480,4
4,1097,4
4,1196,2
4,1201,5
4,3468,5
5,16,3
5,34,4
5,50,5
5,176,4
5,265,3
5,377,4
5,497,3
5,714,4
5,908,4
5,1046,5
5,1093,2
5,1213,5
5,1250,5
5,1392,4
5,1513,4
5,1535,4
5,1650,3
5,1885,4
5,1921,4
5,2013,3
5,2029,4
5,2291,5
5,2337,5
5,2427,5
5,2428,3
5,2560,4
5,2571,5
5,2599,5
5,2700,4
5,2717,1
5,2762,3
5,2770,4
5,2952,2
5,3046,3
5,3051,2
5,3079,2
5,3100,1
5,3260,4
5,3514,2
5,3786,3
6,48,5
6,368,4
6,590,3
6,595,4
6,914,5
6,920,4
6,1043,4
6,1188,4
6,1210,3
6,1569,4
6,1674,4
6,3524,3
6,3565,4
6,3578,4
6,3600,3
7,377,3
7,380,5
7,1221,4
7,1270,4
7,1573,4
7,2028,5
7,2916,5
8,4,3
8,36,4
8,42,3
8,110,5
8,161,3
8,163,5
8,296,5
8,508,3
8,562,5
8,741,5
8,1210,4
8,1357,4
8,1621,3
8,1693,3
8,1721,5
8,2006,3
8,2023,3
8,2028,5
8,2291,5
8,2427,5
8,2571,5
8,2699,5
8,2858,5
8,3147,5
8,3148,3
8,3259,4
8,3267,5
8,3418,3
9,47,5
9,50,4
9,318,5
9,412,3
9,524,4
9,590,5
9,720,4
9,912,4
9,920,3
9,994,4
9,1307,4
9,1343,3
9,1358,4
9,1500,4
9,1784,3
9,1923,5
9,3178,3
9,3253,4
9,3301,2
9,3751,4
9,3755,2
9,3826,2
10,32,5
10,116,3
10,150,5
10,275,4
10,317,4
10,344,4
10,527,4
10,551,3
10,648,4
10,653,4
10,745,5
10,904,4
10,923,3
10,943,4
10,1031,4
10,1088,5
10,1148,5
10,1196,5
10,1204,4
10,1256,3
10,1270,4
10,1278,5
10,1286,5
10,1287,3
10,1307,5
10,1356,5
10,1371,4
10,1374,4
10,1377,3
10,1411,4
10,1580,5
10,1584,5
10,1639,2
10,1654,5
10,1682,5
10,1690,4
10,1884,2
10,1921,4
10,1967,5
10,2003,4
10,2018,4
10,2021,4
10,2033,3
10,2040,4
10,2078,4
10,2105,5
10,2108,5
10,2111,4
10,2124,3
10,2138,3
10,2140,5
10,2174,5
10,2252,5
10,2291,4
10,2294,4
10,2316,4
10,2355,4
10,2378,3
10,2393,4
10,2398,5
10,2431,5
10,2529,4
10,2530,3
10,2640,5
10,2657,4
10,2717,4
10,2826,4
10,2863,4
10,2967,4
10,2968,4
10,3034,4
10,3097,5
10,3155,5
10,3254,3
10,3347,5
10,3359,3
10,3363,5
10,3481,4
10,3701,3
10,3868,3
10,3928,4
11,36,3
11,216,4
11,231,3
11,345,4
11,435,1
11,440,2
11,441,3
11,480,4
11,551,3
11,708,1
11,784,2
11,1059,4
11,1244,4
11,1259,3
11,1278,3
11,1498,3
11,1777,4
11,1916,4
11,2321,3
11,2431,2
11,2762,5
11,2795,5
11,2806,1
11,2883,3
11,2959,5
11,3182,1
11,3396,1
11,3809,5
12,934,2
12,1303,4
12,3265,4
12,3658,4
12,3897,4
13,21,3
13,50,4
13,110,4
13,260,5
13,457,2
13,648,3
13,952,3
13,1073,3
13,1097,5
13,1198,5
13,1374,4
13,1377,3
13,1479,3
13,1587,3
13,1610,3
13,2005,2
13,2094,3
13,2161,4
13,2968,3
13,3269,3
13,3417,3
13,3479,4
14,2731,4
14,2858,3
14,2959,2
14,3033,4
14,3354,3
15,50,4
15,141,4
15,161,4
15,257,3
15,266,4
15,380,3
15,500,4
15,553,4
15,587,3
15,593,4
15,762,3
15,1271,3
15,1644,3
15,1672,4
15,1784,3
15,1804,4
15,1892,4
15,1909,4
15,1923,4
15,1968,4
15,2002,3
15,2058,3
15,2161,2
15,2268,4
15,2321,2
15,2387,2
15,2424,3
15,2485,3
15,2496,3
15,2506,2
15,2617,1
15,2640,3
15,2676,3
15,2702,1
15,2724,3
15,2858,4
15,2916,4
15,3261,2
15,3408,4
15,3421,4
15,3723,4
16,1269,4
16,2555,2
16,2568,1
16,2643,3
16,2699,5
16,2723,2
16,2805,3
17,24,3
17,316,4
17,446,5
17,454,4
17,480,4
17,529,4
17,589,5
17,595,5
17,610,4
17,707,4
17,720,5
17,750,5
17,942,4
17,1069,4
17,1200,4
17,1343,4
17,1624,3
17,1909,4
17,1921,4
17,1997,4
17,2058,3
17,2321,5
17,2407,4
17,2454,2
17,2455,4
17,2529,4
17,2553,4
17,2571,4
17,2599,3
17,2640,4
17,2668,2
17,2908,3
17,2985,5
17,3147,4
17,3267,4
17,3418,4
17,3503,5
17,3638,2
17,3699,4
17,3704,4
17,3717,4
17,3745,4
17,3863,3
18,2,2
18,29,3
18,44,4
18,95,1
18,153,3
18,168,1
18,208,1
18,266,3
18,296,5
18,367,4
18,377,2
18,412,5
18,454,3
18,485,2
18,527,5
18,531,5
18,532,1
18,551,5
18,552,2
18,555,4
18,969,5
18,1022,5
18,1049,1
18,1073,4
18,1198,5
18,1210,5
18,1234,5
18,1246,5
18,1408,5
18,1500,4
18,1562,1
18,1580,5
18,1587,4
18,1606,2
18,1617,5
18,1882,1
18,1960,5
18,2019,5
18,2020,5
18,2021,4
18,2052,3
18,2082,4
18,2090,5
18,2133,3
18,2142,3
18,2193,5
18,2291,5
18,2391,1
18,2450,1
18,2542,4
18,2622,5
18,2686,5
18,2735,3
18,2764,4
18,2947,5
18,2953,1
18,3034,5
18,3257,2
18,3399,4
18,3633,5
18,3639,5
19,47,4
19,76,1
19,198,3
19,318,4
19,720,5
19,785,4
19,879,1
19,1022,3
19,1127,3
19,1219,5
19,1240,3
19,1258,5
19,1259,4
19,1261,5
19,1270,5
19,1301,3
19,1307,4
19,1340,3
19,1345,3
19,1375,3
19,1376,3
19,1645,4
19,1772,4
19,1792,3
19,1918,5
19,1994,5
19,1997,5
19,2001,5
19,2080,4
19,2081,3
19,2103,2
19,2160,2
19,2321,4
19,2394,5
19,2490,2
19,2683,4
19,2692,5
19,2719,3
19,2761,2
19,2770,3
19,2782,2
19,2790,3
19,2987,4
19,2989,4
19,2990,3
19,3082,5
19,3175,3
19,3633,5
19,3863,4
19,3930,3
19,3948,4
20,1240,4
20,1527,5
20,2641,4
20,2858,4
20,3527,4
21,596,1
21,1645,1
21,2294,3
21,2394,1
21,2701,3
22,32,4
22,65,3
22,70,4
22,81,4
22,165,3
22,216,2
22,231,3
22,256,2
22,257,3
22,292,3
22,318,5
22,353,1
22,434,3
22,454,2
22,473,2
22,736,2
22,858,4
22,1037,1
22,1080,4
22,1136,4
22,1291,4
22,1358,4
22,1377,1
22,1391,4
22,1405,3
